course,instructor,quarter,year,A,nLetterStudents
MUS      15,KATZ D H,Winter,2021,230,419
MUS      11,MURNANE E H,Winter,2021,87,117
MUS      10B,SPRIGGE M A,Winter,2021,7,26
MUS       8,HOCK M A,Winter,2021,7,11
MUS       5B,PAUL D C,Winter,2021,7,27
MUS       4B,JURKOWSKI N W,Winter,2021,8,26
MUS       3A,HELLIER-TINOC,Winter,2021,29,45
MUS       1,KOENIG R J,Winter,2021,0,0
MS      199,BUEHNER T D,Winter,2021,11,19
MS      142,BUEHNER T D,Winter,2021,6,16
MS      132,BUEHNER T D,Winter,2021,0,16
MS       99,BUEHNER T D,Winter,2021,9,12
MS       22,BUEHNER T D,Winter,2021,0,31
MS        2AB,BUEHNER T D,Winter,2021,3,25
MS        1AB,BUEHNER T D,Winter,2021,20,23
ME      596,LIAO B,Winter,2021,0,0
ME      596,YEUNG E H,Winter,2021,0,0
ME      257,MEINHART C,Winter,2021,5,7
ME      252A,MEIBURG E H,Winter,2021,2,5
ME      225MM,BAMIEH B A,Winter,2021,10,10
ME      225ML,YEUNG E H,Winter,2021,7,12
ME      220B,BENNETT T D,Winter,2021,6,6
ME      210B,PETZOLD L,Winter,2021,2,6
ME      189B,SUSKO T G,Winter,2021,30,70
ME      179P,BULLO F,Winter,2021,4,11
ME      163,AVILA A M,Winter,2021,37,76
ME      157,MEINHART C,Winter,2021,19,23
ME      156B,SUSKO T G,Winter,2021,9,67
ME      152B,LUZZATTO-FEGI,Winter,2021,16,40
ME      152B,SAURET A O,Winter,2021,17,36
ME      151B,LIAO B,Winter,2021,32,77
ME      141A,PENNATHUR S,Winter,2021,3,11
ME      125ML,YEUNG E H,Winter,2021,11,17
ME      125LP,MEINHART C,Winter,2021,9,12
ME      125LP,PETZOLD L,Winter,2021,9,12
ME      125KF,FIELDS K,Winter,2021,3,7
ME      125FA,DALY S H,Winter,2021,5,16
ME      125EH,HAWKES E W,Winter,2021,14,14
ME      125ED,DRESSAIRE E M,Winter,2021,2,13
ME       15,BELTZ G,Winter,2021,28,75
ME        6,MARKS T G,Winter,2021,42,80
MCDB    596,ARIAS GONZALE,Winter,2021,0,5
MCDB    596,FOLTZ K R,Winter,2021,5,5
MCDB    596,MONTELL D J,Winter,2021,5,5
MCDB    596,WILSON M Z,Winter,2021,0,6
MCDB    501,NGUYEN A T,Winter,2021,0,0
MCDB    265,ARIAS GONZALE,Winter,2021,0,0
MCDB    263,MONTELL D J,Winter,2021,0,0
MCDB    262,FOLTZ K R,Winter,2021,0,0
MCDB    260,FOLTZ K R,Winter,2021,80,80
MCDB    218B,ARIAS GONZALE,Winter,2021,3,15
MCDB    218B,MONTELL C,Winter,2021,3,15
MCDB    218B,WEIMBS T,Winter,2021,3,15
MCDB    199,MONTELL D J,Winter,2021,7,7
MCDB    199,SIMPSON J H,Winter,2021,8,8
MCDB    199,WEIMBS T,Winter,2021,7,7
MCDB    199,WILSON M Z,Winter,2021,0,5
MCDB    194NB,MONTELL C,Winter,2021,5,21
MCDB    183,CHRISTOFFERSE,Winter,2021,0,0
MCDB    183,GONZALEZ NINO,Winter,2021,0,0
MCDB    183,POOLE S J,Winter,2021,0,0
MCDB    183,SIMPSON J H,Winter,2021,0,0
MCDB    170,KIM S,Winter,2021,17,52
MCDB    133H,DE TOMASO A W,Winter,2021,0,20
MCDB    133,DE TOMASO A W,Winter,2021,47,113
MCDB    132L,MAHAN M J,Winter,2021,10,43
MCDB    132,MAHAN M J,Winter,2021,8,68
MCDB    126BL,STOYAN T,Winter,2021,16,48
MCDB    126BL,THROWER D A,Winter,2021,16,48
MCDB    126B,SMITH I,Winter,2021,20,68
MCDB    126B,THROWER D A,Winter,2021,20,68
MCDB    123,WAITE J H,Winter,2021,3,43
MCDB    112L,FOLTZ K R,Winter,2021,76,86
MCDB    112H,MONTELL D J,Winter,2021,24,24
MCDB    112,MONTELL D J,Winter,2021,124,193
MCDB    110,ROTHMAN J H,Winter,2021,59,216
MCDB    108B,LEW G J,Winter,2021,42,260
MCDB    103L,WEIMBS T,Winter,2021,20,34
MCDB    101BH,SIMPSON J H,Winter,2021,28,28
MCDB    101B,POOLE S J,Winter,2021,44,120
MCDB    101B,SIMPSON J H,Winter,2021,66,209
MCDB    101A,RICHARDSON C,Winter,2021,106,239
MCDB     99,SIMPSON J H,Winter,2021,0,0
MCDB     28,CHRISTOFFERSE,Winter,2021,32,44
MCDB     20,LOW S H,Winter,2021,23,59
MCDB     15NG,LOUIS M R,Winter,2021,0,0
MCDB     12,GONZALEZ NINO,Winter,2021,0,0
MCDB     11,TCHOUNWOU C K,Winter,2021,0,0
MCDB      1LL,CHRISTOFFERSE,Winter,2021,432,773
MCDB      1LL,FINKELSTEIN R,Winter,2021,432,773
MCDB      1LL,NGUYEN A T,Winter,2021,432,773
MCDB      1B,GONZALEZ NINO,Winter,2021,43,253
MCDB      1B,LOW S H,Winter,2021,46,409
MCDB      1B,NGUYEN A T,Winter,2021,46,409
MCDB      1B,WILTON M B,Winter,2021,89,662
MATRL   599,POLLOCK T M,Winter,2021,0,0
MATRL   599,SPECK J S,Winter,2021,0,0
MATRL   599,STEMMER S,Winter,2021,0,0
MATRL   598,CLEMENT R J,Winter,2021,0,0
MATRL   598,POLLOCK T M,Winter,2021,0,0
MATRL   598,SESHADRI R,Winter,2021,0,0
MATRL   598,VAN DER VEN A,Winter,2021,0,0
MATRL   598,ZOK F,Winter,2021,0,0
MATRL   290,BEYERLEIN I J,Winter,2021,0,0
MATRL   290,BOWERS J E,Winter,2021,0,0
MATRL   290,CHABINYC M L,Winter,2021,0,0
MATRL   290,CLEMENT R J,Winter,2021,0,0
MATRL   290,DENBAARS S P,Winter,2021,0,0
MATRL   290,NAKAMURA S,Winter,2021,0,0
MATRL   290,PALMSTROM C J,Winter,2021,0,0
MATRL   290,POLLOCK T M,Winter,2021,0,0
MATRL   290,SESHADRI R,Winter,2021,0,0
MATRL   290,SPECK J S,Winter,2021,0,0
MATRL   290,STEMMER S,Winter,2021,0,0
MATRL   290,VAN DER VEN A,Winter,2021,0,0
MATRL   290,WILSON S D,Winter,2021,0,0
MATRL   290,ZOK F,Winter,2021,0,0
MATRL   288A,VAN DE WALLE,Winter,2021,5,9
MATRL   281,HAWKER C J,Winter,2021,14,17
MATRL   271B,SALEH O A,Winter,2021,3,6
MATRL   268A,KLAMKIN J,Winter,2021,5,6
MATRL   245,CLEMENT R J,Winter,2021,9,15
MATRL   240,BEGLEY M R,Winter,2021,5,5
MATRL   222A,PITENIS A A,Winter,2021,6,6
MATRL   220,POLLOCK T M,Winter,2021,7,10
MATRL   219,VAN DER VEN A,Winter,2021,8,12
MATRL   218,SESHADRI R,Winter,2021,5,12
MATRL   206A,SPECK J S,Winter,2021,4,6
MATRL   204,WILSON S D,Winter,2021,5,7
MATRL   200B,HARTER J W,Winter,2021,2,20
MATRL   135,SAFINYA C R,Winter,2021,2,5
MATRL   101,BATES C M,Winter,2021,48,85
MATRL   100B,GIANOLA D S,Winter,2021,27,36
MATRL    10,STEMMER S,Winter,2021,3,18
MATH CS 122B,HARUTYUNYAN D,Winter,2021,0,0
MATH CS 120ML,COOPER D,Winter,2021,0,0
MATH CS 120C,BUENO CACHADI,Winter,2021,0,0
MATH CS 108A,CASTEELS K L,Winter,2021,0,0
MATH CS 101B,JACOB W B,Winter,2021,0,0
MATH    596,LONG D D,Winter,2021,0,0
MATH    500,JACOB W B,Winter,2021,0,0
MATH    260Q,HUISGEN-ZIMME,Winter,2021,2,3
MATH    260J,ATZBERGER P J,Winter,2021,26,26
MATH    260EE,COOPER D,Winter,2021,0,0
MATH    260AA,GARCIA-CERVER,Winter,2021,4,7
MATH    246B,PONCE G,Winter,2021,7,9
MATH    241B,YE R,Winter,2021,6,6
MATH    240B,WEI G,Winter,2021,4,14
MATH    236B,ZHAO XIAOLEI,Winter,2021,5,11
MATH    232A,BIGELOW S J,Winter,2021,14,18
MATH    227B,WANG ZHEN,Winter,2021,16,16
MATH    225B,CASTELLA-CABE,Winter,2021,10,16
MATH    221B,LONG D D,Winter,2021,7,14
MATH    220B,ZHAO XIAOLEI,Winter,2021,11,16
MATH    206B,PETZOLD L,Winter,2021,2,5
MATH    202B,LABUTIN D A,Winter,2021,18,18
MATH    201B,HARUTYUNYAN D,Winter,2021,9,21
MATH    137A,CASTEELS K L,Winter,2021,12,48
MATH    132A,BUENO CACHADI,Winter,2021,8,40
MATH    124A,PONCE G,Winter,2021,27,46
MATH    122A,AGBOOLA A,Winter,2021,17,54
MATH    122A,PUTINAR M,Winter,2021,7,58
MATH    119B,ZHOU HANMING,Winter,2021,2,8
MATH    118B,AKEMANN C A,Winter,2021,8,34
MATH    118B,GARCIA-CERVER,Winter,2021,11,66
MATH    118B,PUTINAR M,Winter,2021,3,50
MATH    117,BIRNIR B,Winter,2021,32,53
MATH    117,CHEN E,Winter,2021,15,54
MATH    117,LIM G,Winter,2021,7,41
MATH    115A,ZHANG YITANG,Winter,2021,19,38
MATH    111B,CASTELLA-CABE,Winter,2021,14,38
MATH    111B,LIU Z,Winter,2021,4,44
MATH    108B,DAI X Z,Winter,2021,6,57
MATH    108B,GOODEARL K,Winter,2021,5,52
MATH    108A,BRIGHTBILL J,Winter,2021,5,48
MATH    108A,MORRISON D R,Winter,2021,26,56
MATH    104B,CENICEROS H,Winter,2021,30,122
MATH    104B,TANG S,Winter,2021,29,55
MATH    104A,TANG S,Winter,2021,19,62
MATH    102B,SCHLEY N B,Winter,2021,12,28
MATH    101A,OGRAIN C M,Winter,2021,8,41
MATH    100A,SCHLEY N B,Winter,2021,0,0
MATH     34B,COOPER D,Winter,2021,186,644
MATH     34A,AKEMANN C A,Winter,2021,118,226
MATH     34A,HAJOUJI N,Winter,2021,40,187
MATH      8,AVETISYAN Z,Winter,2021,2,32
MATH      8,HUISGEN-ZIMME,Winter,2021,2,27
MATH      8,KIM HYUN-JUNG,Winter,2021,31,75
MATH      8,NAGY A,Winter,2021,19,36
MATH      8,PORTER M J,Winter,2021,24,37
MATH      8,SARAJIAN G P,Winter,2021,6,29
MATH      8,YE R,Winter,2021,17,36
MATH      6B,CRAIG K C,Winter,2021,27,133
MATH      6B,GARFIELD P M,Winter,2021,39,135
MATH      6A,GARFIELD P M,Winter,2021,47,198
MATH      6A,LIM G,Winter,2021,18,142
MATH      6A,PAN J,Winter,2021,33,151
MATH      4B,OGRAIN C M,Winter,2021,88,157
MATH      4B,WEI G,Winter,2021,94,343
MATH      4A,LABUTIN D A,Winter,2021,244,466
MATH      3B,CHEN H,Winter,2021,37,150
MATH      3B,YANG XU,Winter,2021,55,180
MATH      3A,TARIKERE ASHO,Winter,2021,7,84
MATH      2B,PORTER M J,Winter,2021,29,116
MAT     595M,PELJHAN M,Winter,2021,0,0
MAT     594P,KUCHERA-MORIN,Winter,2021,4,5
MAT     259A,LEGRADY G T,Winter,2021,5,5
MAT      80EM,CRAWSHAW A S,Winter,2021,7,19
MAT      80EM,NOVAK M J,Winter,2021,7,19
MARSC   596,VALENTINE D L,Winter,2021,6,6
MARSC   595,BRZEZINSKI M,Winter,2021,0,0
MARSC   595,SIEGEL D A,Winter,2021,0,0
LING    599,CAMPBELL E W,Winter,2021,0,0
LING    594,BUCHOLTZ M H,Winter,2021,5,5
LING    592,BUCHOLTZ M H,Winter,2021,11,11
LING    297,TODD S J,Winter,2021,5,6
LING    272,MITHUN M,Winter,2021,0,0
LING    258B,CHARITY-HUDLE,Winter,2021,5,6
LING    251B,GORDON M K,Winter,2021,3,7
LING    251B,KATSIKA A,Winter,2021,3,7
LING    248,CHARITY-HUDLE,Winter,2021,7,8
LING    223,MITHUN M,Winter,2021,10,10
LING    202,GRIES S T,Winter,2021,3,6
LING    199,DU BOIS J W,Winter,2021,14,14
LING    193,TODD S J,Winter,2021,5,5
LING    191,CAMPBELL E W,Winter,2021,7,7
LING    146,GORDON M K,Winter,2021,18,49
LING    139,WEBB M T,Winter,2021,11,24
LING    138,HOU L Y,Winter,2021,55,62
LING    130,FINE J C,Winter,2021,21,63
LING    127,MAHOWALD K A,Winter,2021,25,58
LING    116,KENNEDY R A,Winter,2021,16,61
LING    110,TODD S J,Winter,2021,4,8
LING    109,CAMPBELL E W,Winter,2021,12,53
LING    107,GORDON M K,Winter,2021,18,58
LING     70,KENNEDY R A,Winter,2021,86,230
LING     36,EXFORD J L,Winter,2021,27,55
LING     20,OLGUIN MARTIN,Winter,2021,7,103
LING     14,NICOLAESCU A,Winter,2021,3,7
LING     12,CORONA K D,Winter,2021,37,51
LING     12,LASHMET A J,Winter,2021,26,54
LING     12,NICOLAESCU A,Winter,2021,18,32
LING      8,WEBB M T,Winter,2021,3,13
LING      4,HANSON J L,Winter,2021,0,0
LING      4,RIGHTMIRE S R,Winter,2021,0,0
LING      3G,BOWMAN I K,Winter,2021,0,0
LING      3C,ELLIOTT G,Winter,2021,16,26
LING      3C,SMALL A L,Winter,2021,5,16
LING      3C,WESTMACOTT B,Winter,2021,37,51
LING      3B,BAKER A D,Winter,2021,13,36
LING      3B,MULLEN J O,Winter,2021,14,35
LING      3B,ROBERTSON J L,Winter,2021,7,35
LING      3A,SMALL A L,Winter,2021,0,0
LING      2G,BAKER A D,Winter,2021,0,0
LATIN   101,SEGAL N A,Winter,2021,7,7
LATIN     2,LINDHEIM S H,Winter,2021,6,15
LAIS    101,MCQUILKIN C R,Winter,2021,12,47
KOR     139,CHOI E,Winter,2021,23,63
KOR     120,CHOI E,Winter,2021,36,100
KOR       5,LEE W A,Winter,2021,24,30
KOR       2,LEE W A,Winter,2021,33,44
JAPAN   183,FLEMING W,Winter,2021,6,11
JAPAN   145,WANG JING,Winter,2021,8,18
JAPAN   138,IKEUCHI S,Winter,2021,7,22
JAPAN   120B,ONAKADO M,Winter,2021,3,19
JAPAN   120B,YAMAUCHI Y,Winter,2021,7,28
JAPAN   112,WANG JING,Winter,2021,2,71
JAPAN    63,FRUHSTUCK S,Winter,2021,16,48
JAPAN     5,CANTRELL A M,Winter,2021,16,47
JAPAN     5,YAMAUCHI Y,Winter,2021,11,22
JAPAN     2,ONAKADO M,Winter,2021,23,34
JAPAN     2,SUGAWARA H,Winter,2021,24,54
ITAL    199RA,HOM S M,Winter,2021,6,7
ITAL    189X,FOGU C,Winter,2021,5,27
ITAL    126AB,FOGU C,Winter,2021,3,9
ITAL    119A,HOM S M,Winter,2021,11,15
ITAL    102,FIORINA C P,Winter,2021,3,9
ITAL     16A,PATTONE C F,Winter,2021,6,11
ITAL      5,BORROMEO C,Winter,2021,3,18
ITAL      5,DE SIMONE T,Winter,2021,4,15
ITAL      4,PADULA V,Winter,2021,6,12
ITAL      3,BORROMEO C,Winter,2021,5,10
ITAL      2,CRICKETTE M E,Winter,2021,11,38
ITAL      2,DAHL SARNELLI,Winter,2021,8,31
ITAL      1,DE SIMONE T,Winter,2021,11,22
ITAL      1,FIORINA C P,Winter,2021,23,41
ITAL      1,PADULA V,Winter,2021,22,41
INT  CS 120,KURIS A M,Winter,2021,0,0
INT     594ST,DERWIN S,Winter,2021,5,5
INT     594EJ,DAMLUJI M N,Winter,2021,5,5
INT     594CC,DERWIN S,Winter,2021,0,0
INT     201SP,NERSTAD E L,Winter,2021,4,4
INT     200,WALTHER J B,Winter,2021,1,6
INT     197HC,STOPPLE J,Winter,2021,0,0
INT     187AK,YASUDA K,Winter,2021,0,0
INT     187AK,ZALEHA S,Winter,2021,0,0
INT     186BG,MIGLIO V G,Winter,2021,0,0
INT     186BF,ZIMMAN L,Winter,2021,0,0
INT     186AW,KING W D,Winter,2021,0,0
INT     186AS,JAMIESON A E,Winter,2021,0,0
INT     186AF,GERMAN T C M,Winter,2021,0,0
INT     185ST,DERWIN S,Winter,2021,16,19
INT     185ST,JENSEN A K,Winter,2021,16,19
INT     100CR,ALANIZ D N,Winter,2021,21,21
INT      95B,GALLUCCI R,Winter,2021,65,79
INT      95B,SHISHIM M D,Winter,2021,65,79
INT      94WJ,MOELLER H V,Winter,2021,0,0
INT      94WI,TETTEGAH S Y,Winter,2021,0,0
INT      94WF,STEINKELLNER,Winter,2021,0,0
INT      94WD,SORAPURE M I,Winter,2021,0,0
INT      94WB,AFIFI W A,Winter,2021,0,0
INT      94VT,COTICH C,Winter,2021,0,0
INT      94VD,APPEL I J,Winter,2021,0,0
INT      94VD,MCCARTHY C R,Winter,2021,0,0
INT      94TI,FELBER J,Winter,2021,0,0
INT      94MW,DEVRIES M S,Winter,2021,0,0
INT      94JV,COOPER D,Winter,2021,0,0
INT      94JL,CLARK J,Winter,2021,0,0
INT      89AS,BRAININ R,Winter,2021,0,0
INT      89AS,KING W D,Winter,2021,0,0
INT      89AR,ADLER-KASSNER,Winter,2021,0,0
INT      89AR,PROPEN A D,Winter,2021,0,0
INT      89AQ,ALBADA N A,Winter,2021,0,0
INT      89AQ,WHITTET E O,Winter,2021,0,0
INT      84ZB,SIMMS A R,Winter,2021,16,17
INT      84CD,APPEL I J,Winter,2021,22,22
INT      84CC,MITCHELL G M,Winter,2021,5,5
INT      84CB,NGUYEN T T,Winter,2021,16,19
INT      84CA,ALAGONA P S,Winter,2021,13,17
INT      84BV,SANTORO A E,Winter,2021,20,20
INT      84BO,BERMUDEZ S,Winter,2021,12,17
INT      84BJ,CORTIJO A,Winter,2021,20,20
INT      84BI,WELTER V W,Winter,2021,9,19
INT      84BC,STRONGMAN R D,Winter,2021,0,19
INT      84AS,ALVES FERREIR,Winter,2021,9,10
INT      84AH,BIBILASHVILI,Winter,2021,18,22
INT      75H,PRYSTOWSKY J,Winter,2021,0,0
INT      75,PRYSTOWSKY J,Winter,2021,0,0
INT      10,ROOSE H M,Winter,2021,111,119
HIST    500,BOULEY B A,Winter,2021,0,0
HIST    500,PERRONE G,Winter,2021,0,0
HIST    500,SPICKARD P R,Winter,2021,0,0
HIST    295PH,PLANE A M,Winter,2021,4,5
HIST    295GS,HENDERSON J G,Winter,2021,5,6
HIST    287J,ROBERTS L S,Winter,2021,5,5
HIST    266B,O'CONNOR A M,Winter,2021,4,6
HIST    215B,LANSING C L,Winter,2021,6,6
HIST    209A,EDGAR A L,Winter,2021,0,0
HIST    205A,CASE S H,Winter,2021,6,6
HIST    202,MIESCHER S F,Winter,2021,8,11
HIST    201S,ARONOVA E A,Winter,2021,5,8
HIST    201ME,SABRA A A,Winter,2021,7,7
HIST    201E,DIGESER E D,Winter,2021,9,9
HIST    196SJ,NOWAK J J,Winter,2021,12,15
HIST    196JB,HENDERSON J G,Winter,2021,4,10
HIST    194BH,BLUMENTHAL,Winter,2021,4,8
HIST    193C,COVO M,Winter,2021,5,35
HIST    192R,BERGSTROM R E,Winter,2021,8,13
HIST    187R,ROBERTS L S,Winter,2021,8,19
HIST    184T,ZUO Y,Winter,2021,8,14
HIST    184B,ZUO Y,Winter,2021,10,41
HIST    178A,ADAMS B,Winter,2021,36,41
HIST    175B,JACOBSON L,Winter,2021,7,42
HIST    170B,BERGSTROM R E,Winter,2021,20,41
HIST    168B,CASTILLO-MUNO,Winter,2021,7,40
HIST    167Q,COHEN N A,Winter,2021,7,14
HIST    167CA,ADAMS B,Winter,2021,35,36
HIST    166C,KALMAN L,Winter,2021,36,131
HIST    149IA,WARE R T,Winter,2021,3,6
HIST    148A,CHIKOWERO M,Winter,2021,6,25
HIST    147R,CHIKOWERO M,Winter,2021,0,12
HIST    144J,CHAVEZ-GARCIA,Winter,2021,11,54
HIST    141R,HENDERSON J G,Winter,2021,5,13
HIST    136W,KOKINIS T A,Winter,2021,6,39
HIST    136M,CASTILLO-MUNO,Winter,2021,9,35
HIST    135B,EDGAR A L,Winter,2021,11,35
HIST    125,BLUMENTHAL,Winter,2021,4,15
HIST    121E,NORTH M F,Winter,2021,11,30
HIST    121C,BERNSTEIN H J,Winter,2021,9,32
HIST    115X,LANSING C L,Winter,2021,21,104
HIST    112D,DIGESER E D,Winter,2021,13,32
HIST    111F,LEE J W,Winter,2021,8,37
HIST    108LT,ZIPPERSTEIN S,Winter,2021,36,67
HIST    105CW,ARONOVA E A,Winter,2021,18,132
HIST    102BF,WARE R T,Winter,2021,7,15
HIST     88,CHATTO U,Winter,2021,22,87
HIST     80,ZHENG X,Winter,2021,10,46
HIST     49B,MIESCHER S F,Winter,2021,19,69
HIST     20,MCCRAY W P,Winter,2021,48,132
HIST     17B,PERRONE G,Winter,2021,136,453
HIST      9,CHATTO U,Winter,2021,7,26
HIST      9,PLANE A M,Winter,2021,5,30
HIST      8,KOKINIS T A,Winter,2021,16,102
HIST      5,O'CONNOR A M,Winter,2021,42,148
HIST      4B,BOULEY B A,Winter,2021,182,318
HIST      4B,SONNINO P M,Winter,2021,5,31
HIST      2C,SPICKARD P R,Winter,2021,122,452
HEB       2,AMIHAY O,Winter,2021,9,11
GREEK   101,DUNN F M,Winter,2021,2,6
GREEK    10A,SCHOINOPLOKAK,Winter,2021,1,9
GREEK     2,CAPETTINI E,Winter,2021,0,5
GLOBL   292A,HAMED-TROYANS,Winter,2021,4,5
GLOBL   197,HAMED-TROYANS,Winter,2021,7,16
GLOBL   197,MALHOTRA A,Winter,2021,6,12
GLOBL   196,AMAR P E,Winter,2021,3,11
GLOBL   196,FAESSEL V A,Winter,2021,3,11
GLOBL   177SJ,NOWAK J J,Winter,2021,15,17
GLOBL   174,CHEN J,Winter,2021,5,24
GLOBL   163,LEZRA E M,Winter,2021,6,13
GLOBL   161,CLEMENCON R,Winter,2021,15,88
GLOBL   155,CHUA C S,Winter,2021,11,29
GLOBL   130,CHEN J,Winter,2021,24,96
GLOBL   124,THALER K M,Winter,2021,13,35
GLOBL   123,NEDERVEEN PIE,Winter,2021,13,41
GLOBL   120,THALER K M,Winter,2021,65,117
GLOBL   110,LEZRA E M,Winter,2021,41,69
GLOBL     2,SINGH SATYAJ,Winter,2021,100,250
GER     179C,OFFERT F,Winter,2021,8,23
GER     179B,WOLFSON E R,Winter,2021,3,11
GER     161,LOVETT D W,Winter,2021,6,11
GER     107A,GABRIEL V,Winter,2021,13,21
GER     101B,REDER E R,Winter,2021,20,34
GER     101B,WHITE K D,Winter,2021,4,17
GER      35,KITTLER W D,Winter,2021,11,40
GER       5,HOFMANN M J,Winter,2021,11,19
GER       5,PAJAK A K,Winter,2021,4,20
GER       5,REDER E R,Winter,2021,7,19
GER       2,GABRIEL V,Winter,2021,7,15
GER       2,HOFMANN M J,Winter,2021,5,10
GER       2,PAJAK A K,Winter,2021,8,20
GER       2,REDER E R,Winter,2021,4,15
GER       2,WHITE K D,Winter,2021,27,43
GER       1G,KOMMERELL G,Winter,2021,4,10
GEOG    288WK,KUHN W,Winter,2021,6,6
GEOG    280,DE CARVALHO L,Winter,2021,10,10
GEOG    280,JONES C,Winter,2021,10,10
GEOG    276,DE CARVALHO L,Winter,2021,3,9
GEOG    271,DEVRIES T J,Winter,2021,4,6
GEOG    254,CASSELS S L,Winter,2021,9,13
GEOG    243,MCFADDEN J P,Winter,2021,7,7
GEOG    229,MONTELLO D R,Winter,2021,3,6
GEOG    210B,BAYLIS K R,Winter,2021,4,12
GEOG    201,KING J Y,Winter,2021,0,0
GEOG    200B,SWEENEY S H,Winter,2021,1,11
GEOG    197,KING J Y,Winter,2021,0,0
GEOG    191,MURRAY A,Winter,2021,1,16
GEOG    183,CLARKE K,Winter,2021,14,29
GEOG    176B,JANOWICZ K W,Winter,2021,17,85
GEOG    155,LOPEZ-CARR D,Winter,2021,8,17
GEOG    153C,MONTELLO D R,Winter,2021,2,17
GEOG    152,CASSELS S L,Winter,2021,5,23
GEOG    150,MONTELLO D R,Winter,2021,7,87
GEOG    149,JAMES A K,Winter,2021,16,48
GEOG    144,KELLER E A,Winter,2021,5,16
GEOG    132,NIDZIEKO N J,Winter,2021,10,19
GEOG    130,MCFADDEN J P,Winter,2021,15,23
GEOG    119,DING Q,Winter,2021,27,60
GEOG    116,LOAICIGA H,Winter,2021,0,6
GEOG    115B,CHU V W,Winter,2021,10,38
GEOG    111B,GOULIAS K,Winter,2021,2,17
GEOG    110,DE CARVALHO L,Winter,2021,9,38
GEOG     20,JAMES A K,Winter,2021,147,247
GEOG      8,JONES C,Winter,2021,22,44
GEOG      5,ACKERT E S,Winter,2021,58,238
GEOG      3,CATLETT D S,Winter,2021,45,190
FR      500,ROBERTS S C,Winter,2021,0,0
FR      154I,POWERS R T,Winter,2021,12,20
FR      154G,PRIETO E,Winter,2021,30,63
FR      149E,SKENAZI E C,Winter,2021,4,11
FR      104E,PHILLIPS M E,Winter,2021,15,24
FR      101B,LARUE R J,Winter,2021,11,29
FR      100,ROBERTS S C,Winter,2021,9,19
FR       50CX,POWERS R T,Winter,2021,38,70
FR       11A,PHILLIPS M E,Winter,2021,7,11
FR        6,LABATUT M A,Winter,2021,8,24
FR        5,LABATUT M A,Winter,2021,9,26
FR        5,SCHULTZ J M,Winter,2021,2,14
FR        4,ROBERTS S C,Winter,2021,11,23
FR        3,ROBERTS S C,Winter,2021,7,19
FR        2,ROBERTS S C,Winter,2021,28,82
FR        1,ROBERTS S C,Winter,2021,14,59
FEMST   280B,OAKS L M,Winter,2021,4,6
FEMST   199RA,OAKS L M,Winter,2021,0,0
FEMST   195HB,OAKS L M,Winter,2021,8,8
FEMST   181,BARVOSA E,Winter,2021,9,31
FEMST   180,RICHARDSON M,Winter,2021,3,29
FEMST   162,DASGUPTA D,Winter,2021,24,31
FEMST   143,BOBO J,Winter,2021,17,27
FEMST   142,BOBO J,Winter,2021,18,27
FEMST   121,DOIRON F D,Winter,2021,3,18
FEMST    80,RICHARDSON M,Winter,2021,115,229
FEMST    20,JONES C E,Winter,2021,97,230
FAMST   595DD,WALKER J R,Winter,2021,6,6
FAMST   593,PETRO P S,Winter,2021,5,5
FAMST   501,SIEGEL G D,Winter,2021,0,0
FAMST   240,YAMAMOTO NAOK,Winter,2021,11,11
FAMST   195PI,RYAN M J,Winter,2021,1,24
FAMST   195I,PALLADINO J N,Winter,2021,0,0
FAMST   192DT,CHANG A Y,Winter,2021,16,107
FAMST   188B,MCNAMARA J P,Winter,2021,2,16
FAMST   188A,MINER M A,Winter,2021,11,33
FAMST   187WW,NIEHUSEN K P,Winter,2021,3,21
FAMST   187IS,DAMLUJI M N,Winter,2021,8,18
FAMST   187CM,PENABELLA M A,Winter,2021,5,20
FAMST   187AR,DRISKEL D B,Winter,2021,1,10
FAMST   175,PENLEY C,Winter,2021,25,38
FAMST   163,FELANDO C L,Winter,2021,14,84
FAMST   122ME,SHEREEN SAKR,Winter,2021,20,26
FAMST   119ML,BLOOM P J,Winter,2021,14,25
FAMST   115,HOLCOMB S J,Winter,2021,1,14
FAMST   113PW,STEINKELLNER,Winter,2021,14,27
FAMST   109GA,SHEREEN SAKR,Winter,2021,11,15
FAMST   107,JENKINS C L,Winter,2021,13,36
FAMST   106B,JACKSON W E,Winter,2021,12,15
FAMST   106B,JENKINS C L,Winter,2021,4,13
FAMST   104,CALDWELL S,Winter,2021,16,40
FAMST   101D,CURTIN M J,Winter,2021,11,102
FAMST   101BH,WOLFE C C,Winter,2021,4,5
FAMST   101B,WOLFE C C,Winter,2021,17,95
FAMST    70,SIEGEL G D,Winter,2021,20,221
ESS     193,JAMIESON A E,Winter,2021,0,0
ESS     185,JAMIESON A E,Winter,2021,5,5
ESS     160,HATCHER K L,Winter,2021,20,57
ESS     140,HATCHER K L,Winter,2021,47,64
ESS     132,HATCHER K L,Winter,2021,31,60
ESS     131,SLADE A M,Winter,2021,5,54
ESS     130,ORLANDO M D,Winter,2021,40,118
ESS     100,ORLANDO M D,Winter,2021,24,57
ESS      98,JAMIESON A E,Winter,2021,5,5
ESS      96,JAMIESON A E,Winter,2021,0,0
ESS       9,SLADE A M,Winter,2021,16,55
ESS       4A,SLADE A M,Winter,2021,20,43
